,geometry,STATEFP,UNSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEO_YEAR,SCHOOLYEAR
322,"POLYGON ((-79.183556 35.307161, -79.095808 35.192068, -79.046124 35.203457, -78.783743 35.262526, -78.617114 35.245718, -78.538349 35.31641, -78.708902 35.519458, -78.914732 35.583682, -78.96964 35.521669, -79.183556 35.307161))",37,02010,3702010,Harnett County Schools,00,PK,12,G5420,,E,1540870409,16294103,+35.3686348,-078.8716104,2021,2020-2021
323,"POLYGON ((-82.961754 35.790959, -83.073918 35.790055, -83.254257 35.695593, -83.180288 35.518963, -83.179142 35.510323, -83.160473 35.500126, -83.160738 35.496026, -82.920881 35.292037, -82.745139 35.422967, -82.765893 35.567495, -82.883909 35.678235, -82.961754 35.790959))",37,02040,3702040,Haywood County Schools,00,PK,12,G5420,,E,1433241171,2438478,+35.5588823,-082.9813074,2021,2020-2021
324,"POLYGON ((-82.745139 35.422967, -82.610186 35.288199, -82.574839 35.145449, -82.353754 35.190967, -82.261305 35.393198, -82.265795 35.467818, -82.745139 35.422967))",37,02100,3702100,Henderson County Schools,00,PK,12,G5420,,E,965934305,5531390,+35.3364146,-082.4797406,2021,2020-2021
325,"POLYGON ((-77.164377 36.546329, -77.093224 36.518216, -77.208468 36.246578, -76.706584 36.243796, -76.696571 36.296138, -76.93347 36.40187, -76.915977 36.543884, -77.164377 36.546329))",37,02160,3702160,Hertford County Schools,00,PK,12,G5420,,E,914689325,18737418,+36.3635174,-076.9816160,2021,2020-2021
326,"POLYGON ((-81.420618 35.693846, -81.300027 35.798711, -81.334272 35.796281, -81.363796 35.767802, -81.420618 35.693846))",37,02190,3702190,Hickory City Schools,00,PK,12,G5420,,E,67989773,2516385,+35.7351918,-081.3491443,2021,2020-2021
327,"POLYGON ((-79.458751 35.043639, -79.347868 34.838553, -79.191391 34.833717, -79.038747 34.952715, -79.090023 35.053822, -79.336867 35.046536, -79.380544 35.118058, -79.458751 35.043639))",37,02250,3702250,Hoke County Schools,00,PK,12,G5420,,E,649513819,2585483,+34.9615414,-079.2439344,2021,2020-2021
328,"POLYGON ((-76.637513 35.705215, -76.58532 35.455075, -76.522131 35.353623, -76.304136 35.201453, -76.065774 35.124937, -76.006936 35.006031, -75.73662 35.140565, -75.814021 35.500182, -75.901342 35.668952, -76.027479 35.668849, -76.405971 35.697579, -76.637513 35.705215))",37,02280,3702280,Hyde County Schools,00,PK,12,G5420,,E,1585966933,2192929400,+35.4081567,-076.1536867,2021,2020-2021
329,"POLYGON ((-81.109507 35.776594, -80.994445 35.70211, -80.960025 35.54702, -80.947344 35.488473, -80.78427 35.50602, -80.861176 35.594128, -80.765047 35.64588, -80.707824 35.852961, -80.693197 36.05126, -80.881591 36.055718, -81.028833 36.045652, -81.005541 35.958287, -81.109507 35.776594))",37,02310,3702310,Iredell-Statesville Schools,00,PK,12,G5420,,E,1394739742,59268396,+35.8225219,-080.8811288,2021,2020-2021
330,"MULTIPOLYGON (((-83.217483 35.525529, -83.231634 35.523534, -83.160473 35.500126, -83.179142 35.510323, -83.214499 35.523568, -83.216344 35.526029, -83.217483 35.525529)), ((-83.357024 35.447799, -83.339609 35.330993, -83.108568 35.001354, -83.008531 35.027394, -82.920881 35.292037, -83.160738 35.496026, -83.357024 35.447799)))",37,02340,3702340,Jackson County Schools,00,PK,12,G5420,,E,1193189770,9746824,+35.2767839,-083.1308683,2021,2020-2021
331,"POLYGON ((-78.255973 35.81812, -78.492149 35.686903, -78.708902 35.519458, -78.538349 35.31641, -78.30658 35.287604, -78.158589 35.347537, -78.064784 35.585263, -78.192117 35.730545, -78.255973 35.81812))",37,02370,3702370,Johnston County Schools,00,PK,12,G5420,,E,2051314624,9394347,+35.5134188,-078.3673482,2021,2020-2021
332,"POLYGON ((-77.473692 35.228985, -77.601282 35.071368, -77.731026 35.008138, -77.674805 34.9739, -77.267433 34.925537, -77.165986 34.785032, -77.078263 34.811322, -77.109189 35.067206, -77.473692 35.228985))",37,02400,3702400,Jones County Schools,00,PK,12,G5420,,E,1220836958,6031825,+35.0322677,-077.3561946,2021,2020-2021
333,"POLYGON ((-80.56241 35.503141, -80.67341 35.506425, -80.65245 35.460938, -80.56241 35.503141))",37,02430,3702430,Kannapolis City Schools,00,KG,12,G5420,,E,47090029,1182142,+35.4952818,-080.6161891,2021,2020-2021
334,"POLYGON ((-79.350073 35.518002, -79.265713 35.345279, -79.183556 35.307161, -78.96964 35.521669, -79.117096 35.628164, -79.350073 35.518002))",37,02560,3702560,Lee County Schools,00,PK,12,G5420,,E,660607453,10725289,+35.4763365,-079.1721174,2021,2020-2021
335,"POLYGON ((-77.806248 35.368754, -77.834249 35.177846, -77.731026 35.008138, -77.601282 35.071368, -77.473692 35.228985, -77.391026 35.339533, -77.475515 35.426655, -77.639101 35.354086, -77.806248 35.368754))",37,02610,3702610,Lenoir County Schools,00,PK,12,G5420,,E,1033630014,5900299,+35.2400662,-077.6355141,2021,2020-2021
336,"POLYGON ((-80.300989 35.806375, -80.235221 35.786725, -80.223007 35.842608, -80.287394 35.847042, -80.300989 35.806375))",37,02640,3702640,Lexington City Schools,00,PK,12,G5420,,E,48354027,0,+35.8163091,-080.2630790,2021,2020-2021
337,"POLYGON ((-81.535403 35.568137, -81.537599 35.564228, -81.4556 35.419811, -80.95486 35.400078, -80.947344 35.488473, -80.960025 35.54702, -81.535403 35.568137))",37,02680,3702680,Lincoln County Schools,00,PK,12,G5420,,E,766239897,23350160,+35.4884909,-081.2268928,2021,2020-2021
338,"POLYGON ((-83.702772 35.24852, -83.738129 35.15595, -83.648455 35.152896, -83.482949 34.993301, -83.108613 35.000659, -83.108568 35.001354, -83.339609 35.330993, -83.680114 35.2795, -83.702772 35.24852))",37,02760,3702760,Macon County Schools,00,KG,12,G5420,,E,1335344502,10604264,+35.1529593,-083.4219010,2021,2020-2021
339,"POLYGON ((-82.505425 35.977432, -82.63723 36.06582, -82.913581 35.924341, -82.961754 35.790959, -82.883909 35.678235, -82.408602 35.818178, -82.505425 35.977432))",37,02820,3702820,Madison County Schools,00,PK,12,G5420,,E,1164498325,4840167,+35.8642058,-082.7126309,2021,2020-2021
340,"POLYGON ((-77.402614 36.004966, -77.350369 35.819228, -77.174 35.732831, -76.985842 35.658848, -76.847264 35.719982, -76.760598 35.864887, -76.991693 35.865088, -77.327569 36.071361, -77.402614 36.004966))",37,02880,3702880,Martin County Schools,00,PK,12,G5420,,E,1182102539,746610,+35.8473006,-077.1196022,2021,2020-2021
341,"POLYGON ((-82.275399 35.704438, -82.169049 35.527811, -81.967619 35.526007, -81.824122 35.574983, -81.869388 35.719624, -81.986939 35.806923, -81.943188 35.96005, -81.981954 35.911361, -82.133484 35.823309, -82.275399 35.704438))",37,02940,3702940,McDowell County Schools,00,KG,12,G5420,,E,1139476688,13977729,+35.6822711,-082.0480438,2021,2020-2021
342,"POLYGON ((-81.033909 35.14869, -81.041496 35.044713, -80.906385 35.076277, -80.840278 35.001692, -80.550349 35.208412, -80.66648 35.267934, -80.784167 35.506017, -80.78427 35.50602, -80.947344 35.488473, -80.95486 35.400078, -81.033909 35.14869))",37,02970,3702970,Charlotte-Mecklenburg Schools,00,PK,12,G5420,,E,1356133007,58206612,+35.2468623,-080.8338317,2021,2020-2021
343,"POLYGON ((-82.416738 36.072827, -82.191705 35.990636, -82.133484 35.823309, -81.981954 35.911361, -82.081079 36.10317, -82.213898 36.159041, -82.416738 36.072827))",37,03000,3703000,Mitchell County Schools,00,PK,12,G5420,,E,573036225,1632150,+36.0131020,-082.1635541,2021,2020-2021
344,"POLYGON ((-80.182559 35.504151, -80.051739 35.372585, -80.075365 35.143081, -79.851268 35.183855, -79.614304 35.163679, -79.697773 35.251379, -79.767957 35.511484, -80.066842 35.505661, -80.182559 35.504151))",37,03060,3703060,Montgomery County Schools,00,PK,12,G5420,,E,1273075627,25886753,+35.3275482,-079.9107517,2021,2020-2021
345,"POLYGON ((-79.767957 35.511484, -79.697773 35.251379, -79.614304 35.163679, -79.458751 35.043639, -79.380544 35.118058, -79.229712 35.210602, -79.095808 35.192068, -79.183556 35.307161, -79.265713 35.345279, -79.350073 35.518002, -79.555804 35.515039, -79.767957 35.511484))",37,03090,3703090,Moore County Schools,00,KG,12,G5420,,E,1806983006,20712954,+35.3082717,-079.4927248,2021,2020-2021
346,"POLYGON ((-80.765047 35.64588, -80.861176 35.594128, -80.78427 35.50602, -80.784167 35.506017, -80.737249 35.505801, -80.765047 35.64588))",37,03120,3703120,Mooresville City Schools,00,PK,12,G5420,,E,92988856,242777,+35.5820200,-080.7964448,2021,2020-2021
347,"POLYGON ((-80.632962 36.558544, -80.570707 36.556602, -80.612057 36.557898, -80.632962 36.558544))",37,03210,3703210,Mount Airy City Schools,00,PK,12,G5420,,E,43990357,472507,+36.5134504,-080.5936301,2021,2020-2021
348,"POLYGON ((-78.255973 35.81812, -78.192117 35.730545, -77.828444 35.867208, -77.697956 36.15315, -77.88724 36.14384, -78.006551 36.202633, -78.255973 35.81812))",37,03270,3703270,Nash-Rocky Mount Schools,00,PK,12,G5420,,E,1410629747,6174819,+35.9659447,-077.9875546,2021,2020-2021
349,"POLYGON ((-77.391026 35.339533, -77.473692 35.228985, -77.109189 35.067206, -77.078263 34.811322, -76.693018 34.86918, -76.71158 34.981768, -76.780586 34.950434, -76.967297 35.040655, -76.987266 35.15495, -76.895919 35.253889, -77.189115 35.418362, -77.391026 35.339533))",37,03310,3703310,Craven County Schools,00,PK,12,G5420,,E,1830014540,172777671,+35.1168292,-077.0813197,2021,2020-2021
350,"POLYGON ((-78.029922 34.331768, -77.956605 34.234491, -77.948479 33.971274, -77.897011 33.7868, -77.785555 34.125171, -77.675276 34.25313, -77.823102 34.389287, -78.029922 34.331768))",37,03330,3703330,New Hanover County Schools,00,PK,12,G5420,,E,497937486,353803887,+34.1834455,-077.8642043,2021,2020-2021
351,"POLYGON ((-81.24913 35.695098, -81.171284 35.729612, -81.239574 35.763513, -81.24913 35.695098))",37,03360,3703360,Newton-Conover City Schools,00,PK,12,G5420,,E,53765947,190980,+35.7075739,-081.2145632,2021,2020-2021
352,"POLYGON ((-77.899773 36.544596, -77.899524 36.504259, -77.672371 36.479033, -77.628318 36.448482, -77.500107 36.307821, -77.291519 36.168342, -77.208468 36.246578, -77.093224 36.518216, -77.164377 36.546329, -77.296875 36.544855, -77.76715 36.545374, -77.899773 36.544596))",37,03420,3703420,Northampton County Schools,00,PK,12,G5420,,E,1390049342,35874601,+36.4217739,-077.3983518,2021,2020-2021
353,"POLYGON ((-77.674805 34.9739, -77.680127 34.720595, -77.574924 34.478681, -77.484538 34.399705, -77.117198 34.584367, -77.165986 34.785032, -77.267433 34.925537, -77.674805 34.9739), (-77.484425 34.616552, -77.456532 34.745871, -77.331995 34.731913, -77.19195 34.615438, -77.332625 34.530351, -77.484425 34.616552))",37,03450,3703450,Onslow County Schools,00,PK,12,G5420,,E,1633101367,295951684,+34.8264091,-077.5315579,2021,2020-2021
354,"POLYGON ((-79.257952 36.243445, -79.249538 35.87681, -79.148579 35.866898, -79.140535 35.974891, -78.995315 35.98375, -78.950597 36.23932, -79.153997 36.241875, -79.257952 36.243445))",37,03480,3703480,Orange County Schools,00,KG,12,G5420,,E,869444740,7342788,+36.0890695,-079.1258309,2021,2020-2021
355,"POLYGON ((-76.895919 35.253889, -76.987266 35.15495, -76.967297 35.040655, -76.780586 34.950434, -76.71158 34.981768, -76.304136 35.201453, -76.522131 35.353623, -76.632561 35.235324, -76.895919 35.253889))",37,03510,3703510,Pamlico County Schools,00,PK,12,G5420,,E,871570771,583036551,+35.1475747,-076.6652684,2021,2020-2021
356,"POLYGON ((-76.491336 36.510677, -76.453711 36.378092, -76.157953 36.059517, -76.022607 36.096725, -76.068605 36.21659, -76.238244 36.371588, -76.491336 36.510677))",37,03540,3703540,Pasquotank County Schools,00,PK,12,G5420,,E,587610259,161751355,+36.2651986,-076.2606907,2021,2020-2021
357,"POLYGON ((-78.254441 34.553595, -78.256085 34.399469, -78.16235 34.357007, -78.029922 34.331768, -77.823102 34.389287, -77.675276 34.25313, -77.484538 34.399705, -77.574924 34.478681, -77.680127 34.720595, -78.114007 34.721795, -78.254441 34.553595))",37,03570,3703570,Pender County Schools,00,PK,12,G5420,,E,2256645360,162833419,+34.5125561,-077.8881063,2021,2020-2021
358,"POLYGON ((-76.559646 36.351056, -76.573073 36.111757, -76.396794 36.026443, -76.358393 36.020019, -76.157953 36.059517, -76.453711 36.378092, -76.559646 36.351056))",37,03600,3703600,Perquimans County Schools,00,PK,12,G5420,,E,640173980,211755191,+36.1808969,-076.4032445,2021,2020-2021
359,"POLYGON ((-79.13832 36.541975, -79.153997 36.241875, -78.950597 36.23932, -78.802335 36.235794, -78.796274 36.541741, -79.13832 36.541975))",37,03630,3703630,Person County Schools,00,PK,12,G5420,,E,1016154889,31205409,+36.3863559,-078.9656305,2021,2020-2021
360,"POLYGON ((-82.261305 35.393198, -82.353754 35.190967, -82.278547 35.199444, -82.017692 35.188985, -81.969348 35.187217, -81.968788 35.257764, -82.151535 35.407581, -82.261305 35.393198))",37,03720,3703720,Polk County Schools,00,PK,12,G5420,,E,615606322,1964035,+35.2779011,-082.1676211,2021,2020-2021
361,"POLYGON ((-80.046869 35.920693, -80.066842 35.505661, -79.767957 35.511484, -79.555804 35.515039, -79.542428 35.843303, -79.541728 35.899851, -80.046869 35.920693), (-79.879098 35.728717, -79.760164 35.736669, -79.769736 35.670322, -79.879098 35.728717))",37,03780,3703780,Randolph County Schools,00,PK,12,G5420,,E,1936700996,19459163,+35.6035574,-079.9496632,2021,2020-2021
362,"POLYGON ((-80.075365 35.143081, -79.946122 35.118593, -79.849536 34.900006, -79.927412 34.806734, -79.692944 34.805155, -79.458751 35.043639, -79.614304 35.163679, -79.851268 35.183855, -80.075365 35.143081))",37,03870,3703870,Richmond County Schools,00,PK,12,G5420,,E,1226849523,15575098,+35.0046360,-079.7556946,2021,2020-2021
363,"POLYGON ((-77.672371 36.479033, -77.640007 36.434706, -77.628318 36.448482, -77.672371 36.479033))",37,03900,3703900,Roanoke Rapids City Schools,00,PK,12,G5420,,E,17704969,92162,+36.4587898,-077.6564659,2021,2020-2021
364,"POLYGON ((-79.347868 34.838553, -79.461506 34.630379, -79.450024 34.621053, -79.071211 34.299342, -78.868961 34.484778, -78.805834 34.68956, -78.901998 34.835268, -79.038747 34.952715, -79.191391 34.833717, -79.347868 34.838553))",37,03930,3703930,Robeson County Schools,00,PK,12,G5420,,E,2453481924,5076395,+34.6392096,-079.1008811,2021,2020-2021
365,"POLYGON ((-80.027339 36.54248, -80.035119 36.257184, -79.53241 36.241463, -79.531865 36.249673, -79.513638 36.540902, -79.714849 36.541965, -80.027339 36.54248))",37,03990,3703990,Rockingham County Schools,00,PK,12,G5420,,E,1465006547,18434917,+36.3818062,-079.7827539,2021,2020-2021
366,"POLYGON ((-80.707824 35.852961, -80.765047 35.64588, -80.737249 35.505801, -80.67341 35.506425, -80.56241 35.503141, -80.295421 35.50292, -80.183264 35.504141, -80.20899 35.581495, -80.458923 35.742758, -80.707824 35.852961))",37,04050,3704050,Rowan-Salisbury Schools,00,PK,12,G5420,,E,1310908511,31816105,+35.6413550,-080.5217214,2021,2020-2021
367,"POLYGON ((-82.265795 35.467818, -82.261305 35.393198, -82.151535 35.407581, -81.968788 35.257764, -81.969348 35.187217, -81.774945 35.18079, -81.768102 35.180611, -81.702853 35.357304, -81.691989 35.580041, -81.824122 35.574983, -81.967619 35.526007, -82.169049 35.527811, -82.265795 35.467818))",37,04080,3704080,Rutherford County Schools,00,PK,12,G5420,,E,1464476090,4692959,+35.4027469,-081.9195825,2021,2020-2021
368,"POLYGON ((-78.617114 35.245718, -78.647734 34.99474, -78.494705 34.856182, -78.254441 34.553595, -78.114007 34.721795, -78.16342 35.189716, -78.30658 35.287604, -78.538349 35.31641, -78.617114 35.245718), (-78.458542 35.069395, -78.327658 35.061715, -78.232665 35.021298, -78.281063 34.968918, -78.377344 35.000643, -78.458542 35.069395))",37,04140,3704140,Sampson County Schools,00,PK,12,G5420,,E,2260467133,4302024,+34.9399448,-078.3922143,2021,2020-2021
369,"POLYGON ((-79.458751 35.043639, -79.692944 34.805155, -79.461506 34.630379, -79.347868 34.838553, -79.458751 35.043639))",37,04200,3704200,Scotland County Schools,00,PK,12,G5420,,E,826569986,3842049,+34.8400226,-079.4773366,2021,2020-2021
370,"POLYGON ((-80.295421 35.50292, -80.504985 35.184998, -80.276829 35.195722, -80.075365 35.143081, -80.051739 35.372585, -80.182559 35.504151, -80.183264 35.504141, -80.295421 35.50292))",37,04320,3704320,Stanly County Schools,00,PK,12,G5420,,E,1023250043,25187035,+35.3104492,-080.2543742,2021,2020-2021
371,"POLYGON ((-80.44034 36.550665, -80.451925 36.261515, -80.035119 36.257184, -80.027339 36.54248, -80.053459 36.542523, -80.44034 36.550665))",37,04380,3704380,Stokes County Schools,00,PK,12,G5420,,E,1163797562,17578802,+36.3937966,-080.2699209,2021,2020-2021
372,"POLYGON ((-80.901641 36.561766, -80.967153 36.40202, -80.868746 36.326447, -80.769556 36.275119, -80.452656 36.241651, -80.451925 36.261515, -80.44034 36.550665, -80.570707 36.556602, -80.632962 36.558544, -80.837954 36.559143, -80.901641 36.561766))",37,04410,3704410,Surry County Schools,00,PK,12,G5420,,E,1267987886,9082108,+36.4154160,-080.6864631,2021,2020-2021
373,"POLYGON ((-83.952972 35.460552, -83.582558 35.410489, -83.680114 35.2795, -83.339609 35.330993, -83.357024 35.447799, -83.231634 35.523534, -83.217483 35.525529, -83.180288 35.518963, -83.254257 35.695593, -83.485834 35.56819, -83.770587 35.561743, -83.952972 35.460552))",37,04440,3704440,Swain County Schools,00,KG,12,G5420,,E,1267114359,32416167,+35.5108912,-083.5202655,2021,2020-2021
374,"POLYGON ((-80.106134 35.877663, -80.063594 35.860137, -80.064163 35.908962, -80.106134 35.877663))",37,04500,3704500,Thomasville City Schools,00,KG,12,G5420,,E,18319623,0,+35.8835688,-080.0795888,2021,2020-2021
375,"POLYGON ((-82.920881 35.292037, -83.008531 35.027394, -82.897495 35.056182, -82.764157 35.068388, -82.574839 35.145449, -82.610186 35.288199, -82.745139 35.422967, -82.920881 35.292037))",37,04530,3704530,Transylvania County Schools,00,KG,12,G5420,,E,979943598,5091023,+35.2101025,-082.8166660,2021,2020-2021
376,"POLYGON ((-76.358393 36.020019, -76.405971 35.697579, -76.027479 35.668849, -76.008348 35.895802, -75.840046 36.028834, -75.906295 36.085877, -76.022607 36.096725, -76.157953 36.059517, -76.358393 36.020019))",37,04590,3704590,Tyrrell County Schools,00,PK,12,G5420,,E,1012106669,534571696,+35.8704196,-076.1653454,2021,2020-2021
377,"POLYGON ((-80.550349 35.208412, -80.840278 35.001692, -80.797484 34.819803, -80.56171 34.817429, -80.320828 34.813906, -80.276829 35.195722, -80.504985 35.184998, -80.550349 35.208412))",37,04620,3704620,Union County Public Schools,00,PK,12,G5420,,E,1638781163,17889220,+34.9918204,-080.5304264,2021,2020-2021
378,"POLYGON ((-78.456913 36.542541, -78.511224 36.454808, -78.496614 36.175199, -78.306965 36.266191, -78.323991 36.543822, -78.456913 36.542541))",37,04650,3704650,Vance County Schools,00,PK,12,G5420,,E,653701481,42190675,+36.3654806,-078.4054343,2021,2020-2021
379,"POLYGON ((-78.906071 35.868096, -78.995048 35.610166, -78.914732 35.583682, -78.708902 35.519458, -78.492149 35.686903, -78.255973 35.81812, -78.426864 35.975012, -78.546414 36.021826, -78.751273 36.070834, -78.699316 36.011448, -78.906071 35.868096))",37,04720,3704720,Wake County Schools,00,PK,12,G5420,,E,2161639293,58012743,+35.7898464,-078.6506240,2021,2020-2021
380,"POLYGON ((-78.323991 36.543822, -78.306965 36.266191, -78.006551 36.202633, -77.899524 36.504259, -77.899773 36.544596, -78.046271 36.543551, -78.323991 36.543822))",37,04740,3704740,Warren County Schools,00,PK,12,G5420,,E,1112117461,38615564,+36.3981051,-078.0998993,2021,2020-2021
381,"POLYGON ((-76.847264 35.719982, -76.637513 35.705215, -76.405971 35.697579, -76.358393 36.020019, -76.396794 36.026443, -76.606214 35.978051, -76.760598 35.864887, -76.847264 35.719982))",37,04800,3704800,Washington County Schools,00,PK,12,G5420,,E,897456201,195282199,+35.8447130,-076.5722906,2021,2020-2021
382,"POLYGON ((-81.728781 36.391309, -81.918119 36.287129, -81.810516 36.111511, -81.545488 36.117475, -81.477516 36.24025, -81.728781 36.391309))",37,04830,3704830,Watauga County Schools,00,KG,12,G5420,,E,809214848,2271720,+36.2353679,-081.7098875,2021,2020-2021
383,"POLYGON ((-78.064784 35.585263, -78.158589 35.347537, -78.30658 35.287604, -78.16342 35.189716, -77.834249 35.177846, -77.806248 35.368754, -77.822511 35.585383, -78.064784 35.585263))",37,04880,3704880,Wayne County Public Schools,00,PK,12,G5420,,E,1434651139,9842326,+35.3541896,-078.0086695,2021,2020-2021
384,"POLYGON ((-77.640007 36.434706, -77.500107 36.307821, -77.628318 36.448482, -77.640007 36.434706))",37,04890,3704890,Weldon City Schools,00,PK,12,G5420,,E,222598821,316931,+36.3521632,-077.6140529,2021,2020-2021
385,"POLYGON ((-78.802111 34.462874, -78.768469 34.356228, -78.648373 34.460869, -78.802111 34.462874))",37,04920,3704920,Whiteville City Schools,00,PK,12,G5420,,E,238738857,808070,+34.3470838,-078.7283079,2021,2020-2021
386,"POLYGON ((-81.545488 36.117475, -81.328324 35.996583, -81.028833 36.045652, -80.881591 36.055718, -80.873205 36.236305, -80.868746 36.326447, -80.967153 36.40202, -81.095112 36.440773, -81.253552 36.366622, -81.477516 36.24025, -81.545488 36.117475))",37,04950,3704950,Wilkes County Schools,00,PK,12,G5420,,E,1952020335,6854041,+36.2088833,-081.1660949,2021,2020-2021
387,"POLYGON ((-77.828444 35.867208, -78.192117 35.730545, -78.064784 35.585263, -77.822511 35.585383, -77.700692 35.652295, -77.665131 35.674935, -77.828444 35.867208))",37,05020,3705020,Wilson County Schools,00,PK,12,G5420,,E,952013027,14332439,+35.7003569,-077.9215978,2021,2020-2021
388,"POLYGON ((-80.873205 36.236305, -80.881591 36.055718, -80.693197 36.05126, -80.496283 36.046545, -80.452656 36.241651, -80.769556 36.275119, -80.873205 36.236305))",37,05040,3705040,Yadkin County Schools,00,PK,12,G5420,,E,867496112,7176192,+36.1587653,-080.6651641,2021,2020-2021
389,"POLYGON ((-82.505425 35.977432, -82.408602 35.818178, -82.275399 35.704438, -82.133484 35.823309, -82.191705 35.990636, -82.416738 36.072827, -82.505425 35.977432))",37,05070,3705070,Yancey County Schools,00,KG,12,G5420,,E,809610024,1524558,+35.8893259,-082.3039535,2021,2020-2021
390,"MULTIPOLYGON (((-83.180288 35.518963, -83.217483 35.525529, -83.216344 35.526029, -83.214499 35.523568, -83.179142 35.510323, -83.180288 35.518963)), ((-83.231634 35.523534, -83.357024 35.447799, -83.160738 35.496026, -83.160473 35.500126, -83.231634 35.523534)))",37,37099,3737099,Eastern Cherokee Reservation,00,KG,12,G5420,D,E,178947611,0,+35.4947558,-083.2747565,2021,2020-2021
391,"POLYGON ((-80.790296 33.18084, -80.623815 33.066927, -80.387986 33.034112, -80.251354 33.089698, -80.361851 33.257443, -80.50279 33.334496, -80.790296 33.18084))",45,00002,4500002,Dorchester School District 4,00,PK,12,G5420,,E,873720465,2672599,+33.1700829,-080.5060267,2021,2020-2021
392,"POLYGON ((-82.742075 34.211715, -82.594631 34.013796, -82.530567 34.071925, -82.326947 34.06412, -82.248241 34.220551, -82.311081 34.320441, -82.295931 34.456419, -82.313871 34.484335, -82.578511 34.313315, -82.742075 34.211715))",45,00690,4500690,Abbeville County School District,00,PK,12,G5420,,E,1251466737,52948608,+34.2290410,-082.4540577,2021,2020-2021
393,"POLYGON ((-82.01247 33.532116, -81.934136 33.468337, -81.852076 33.247288, -81.83154 33.23335, -81.665355 33.3983, -81.516319 33.382311, -81.372931 33.490417, -81.187271 33.652937, -81.230874 33.670059, -81.43477 33.773253, -81.645214 33.923669, -81.808039 33.858715, -81.651759 33.81451, -82.01247 33.532116))",45,00720,4500720,Aiken County School District,00,PK,12,G5420,,E,2672420145,24342903,+33.5914165,-081.6320470,2021,2020-2021
394,"POLYGON ((-81.613558 33.095667, -81.614033 33.095251, -81.541831 33.045654, -81.405054 32.744957, -81.269745 32.867004, -81.082291 33.02663, -81.093744 33.040836, -81.193099 33.118668, -81.44943 33.133856, -81.460007 33.13681, -81.523392 33.153408, -81.566857 33.13655, -81.613558 33.095667))",45,00750,4500750,Allendale County School District,00,PK,12,G5420,,E,1056960693,11194313,+32.9797573,-081.3632651,2021,2020-2021
395,"POLYGON ((-82.63542699999999 34.746864, -82.645276 34.614753, -82.574038 34.527985, -82.420243 34.559096, -82.487034 34.819004, -82.63542699999999 34.746864))",45,00780,4500780,Anderson School District 1,00,PK,12,G5420,,E,404168559,3774826,+34.6708636,-082.5318859,2021,2020-2021
396,"POLYGON ((-82.574038 34.527985, -82.591487 34.437488, -82.578511 34.313315, -82.313871 34.484335, -82.265485 34.515905, -82.420243 34.559096, -82.574038 34.527985))",45,00810,4500810,Anderson School District 2,00,PK,12,G5420,,E,400051134,4090507,+34.4620214,-082.4784356,2021,2020-2021
397,"POLYGON ((-82.846906 34.419379, -82.77341 34.288864, -82.742075 34.211715, -82.578511 34.313315, -82.591487 34.437488, -82.846906 34.419379))",45,00840,4500840,Anderson School District 3,00,PK,12,G5420,,E,410803966,20937025,+34.3598682,-082.7013152,2021,2020-2021
398,"POLYGON ((-82.992232 34.479258, -82.855486 34.441791, -82.645276 34.614753, -82.63542699999999 34.746864, -82.840009 34.623311, -82.841971 34.621463, -82.84395 34.619544, -82.845093 34.618518, -82.85546 34.609075, -82.992232 34.479258))",45,00870,4500870,Anderson School District 4,00,PK,12,G5420,,E,372126911,54461127,+34.5940384,-082.7887423,2021,2020-2021
399,"POLYGON ((-82.855486 34.441791, -82.846906 34.419379, -82.591487 34.437488, -82.574038 34.527985, -82.645276 34.614753, -82.855486 34.441791))",45,00900,4500900,Anderson School District 5,00,PK,12,G5420,,E,284082886,25419768,+34.5122407,-082.7011673,2021,2020-2021
400,"POLYGON ((-81.058719 33.357765, -81.142794 33.197454, -81.093744 33.040836, -81.082291 33.02663, -80.797912 33.176944, -81.058719 33.357765))",45,00930,4500930,Bamberg School District 1,00,PK,12,G5420,,E,628668367,3362655,+33.1958690,-080.9945890,2021,2020-2021
401,"POLYGON ((-81.220665 33.228516, -81.193099 33.118668, -81.093744 33.040836, -81.142794 33.197454, -81.058719 33.357765, -81.222673 33.44, -81.220665 33.228516))",45,00960,4500960,Bamberg School District 2,00,PK,12,G5420,,E,390146737,2323635,+33.2482253,-081.1544956,2021,2020-2021
402,"POLYGON ((-81.357129 33.31165, -81.220665 33.228516, -81.222673 33.44, -81.281909 33.467532, -81.357129 33.31165))",45,01020,4501020,Barnwell School District 19,00,PK,12,G5420,,E,235103514,1826870,+33.3487417,-081.2739476,2021,2020-2021
403,"POLYGON ((-81.516319 33.382311, -81.471794 33.311912, -81.357129 33.31165, -81.281909 33.467532, -81.372931 33.490417, -81.516319 33.382311))",45,01050,4501050,Barnwell School District 29,00,PK,12,G5420,,E,232742001,2329588,+33.4068387,-081.4005476,2021,2020-2021
404,"POLYGON ((-81.471794 33.311912, -81.44943 33.133856, -81.193099 33.118668, -81.220665 33.228516, -81.357129 33.31165, -81.471794 33.311912))",45,01080,4501080,Barnwell School District 45,00,PK,12,G5420,,E,475246806,4599975,+33.2079231,-081.3704514,2021,2020-2021
