,geometry,STATEFP,UNSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEO_YEAR,SCHOOLYEAR
146,"POLYGON ((-85.069159 34.587184, -85.005775 34.392446, -84.653232 34.41259, -84.654366 34.548946, -84.654523 34.583187, -84.913456 34.634128, -85.050446 34.622482, -85.069159 34.587184), (-84.979641 34.498212, -84.969624 34.533132, -84.907499 34.511461, -84.946138 34.475232, -84.979641 34.498212))",13,02430,1302430,Gordon County School District,00,PK,12,G5420,,E,882004818,5535618,+34.5096669,-084.8738622,2021,2020-2021
147,"POLYGON ((-84.376612 31.078883, -84.380705 30.689993, -84.282559 30.685334, -84.083757 30.675804, -84.077119 30.914965, -84.116644 31.077971, -84.376612 31.078883))",13,02460,1302460,Grady County School District,00,PK,12,G5420,,E,1177051415,15026665,+30.8759076,-084.2450803,2021,2020-2021
148,"POLYGON ((-83.406189 33.698307, -83.279931 33.483438, -83.164207 33.35503, -83.012853 33.469178, -82.995602 33.693583, -83.28034 33.761774, -83.406189 33.698307))",13,02490,1302490,Greene County School District,00,PK,12,G5420,,E,1003664492,48417220,+33.5767036,-083.1666253,2021,2020-2021
149,"POLYGON ((-84.497527 33.257422, -84.502352 33.221055, -84.496783 33.183866, -84.248185 33.189019, -84.123767 33.202824, -84.102582 33.298191, -84.3544 33.352514, -84.388118 33.352465, -84.497527 33.257422))",13,02520,1302520,Spalding County School District,00,PK,12,G5420,,E,507561198,9375991,+33.2623481,-084.2849046,2021,2020-2021
150,"POLYGON ((-84.097693 34.050708, -84.277093 33.957614, -84.023713 33.752808, -83.982033 33.786054, -83.799104 33.929844, -83.868931 34.004786, -83.817682 34.127493, -83.950222 34.127774, -83.952397 34.123901, -83.956318 34.129961, -83.959609 34.131139, -83.97514 34.100429, -83.979278 34.092121, -84.01164 34.142197, -84.010984 34.149517, -84.062841 34.167873, -84.097693 34.050708))",13,02550,1302550,Gwinnett County School District,00,PK,12,G5420,,E,1078388558,15384487,+33.9552398,-084.0245887,2021,2020-2021
151,"POLYGON ((-83.681596 34.800882, -83.623296 34.732194, -83.666415 34.503602, -83.615218 34.431712, -83.45843 34.483933, -83.338234 34.687187, -83.352448 34.716125, -83.548988 34.749451, -83.652194 34.822993, -83.681596 34.800882))",13,02580,1302580,Habersham County School District,00,PK,12,G5420,,E,717083984,5669790,+34.6343924,-083.5258749,2021,2020-2021
152,"MULTIPOLYGON (((-83.969565 34.134724, -83.979478 34.138276, -83.973754 34.136218, -83.970704 34.135129, -83.969565 34.134724)), ((-83.957077 34.334011, -84.062841 34.167873, -84.010984 34.149517, -84.010438 34.149324, -83.99672699999999 34.144342, -83.950222 34.127774, -83.817682 34.127493, -83.619918 34.29538, -83.615218 34.431712, -83.666415 34.503602, -83.843405 34.505494, -83.980649 34.418389, -83.957077 34.334011), (-83.865241 34.282789, -83.866678 34.347103, -83.765088 34.292164, -83.807634 34.227654, -83.865241 34.282789)))",13,02610,1302610,Hall County School District,00,PK,12,G5420,,E,921577260,88942723,+34.4073053,-083.7399493,2021,2020-2021
153,"POLYGON ((-83.164207 33.35503, -83.274108 33.187238, -83.097649 33.151536, -83.052197 33.080682, -82.748311 33.238348, -82.755846 33.25344, -82.851954 33.443543, -83.012853 33.469178, -83.164207 33.35503))",13,02640,1302640,Hancock County School District,00,PK,12,G5420,,E,1220057418,17479620,+33.2692195,-083.0004653,2021,2020-2021
154,"POLYGON ((-85.386581 33.901719, -85.33823 33.653117, -85.1936 33.683017, -85.168411 33.723624, -85.10707 33.694498, -85.037926 33.811942, -85.05031 33.904488, -85.386581 33.901719))",13,02670,1302670,Haralson County School District,00,PK,12,G5420,,E,709322900,2596013,+33.7951646,-085.2200629,2021,2020-2021
155,"POLYGON ((-85.184131 32.870525, -85.080784 32.608072, -84.694603 32.583945, -84.700538 32.84464, -84.861768 32.872495, -85.184131 32.870525))",13,02700,1302700,Harris County School District,00,PK,12,G5420,,E,1201258333,23693367,+32.7315494,-084.9124320,2021,2020-2021
156,"POLYGON ((-83.11336 34.27353, -83.078004 34.223606, -82.77341 34.288864, -82.846906 34.419379, -82.855486 34.441791, -82.992232 34.479258, -83.051638 34.493702, -83.11336 34.27353))",13,02730,1302730,Hart County School District,00,PK,12,G5420,,E,601970613,63521436,+34.3487328,-082.9632900,2021,2020-2021
157,"POLYGON ((-85.293805 33.428098, -85.236518 33.129559, -84.939015 33.224693, -85.015358 33.425506, -85.293805 33.428098))",13,02790,1302790,Heard County School District,00,PK,12,G5420,,E,766567357,13263789,+33.2913469,-085.1378862,2021,2020-2021
158,"POLYGON ((-84.281273 33.647411, -84.29468 33.435715, -84.3544 33.352514, -84.102582 33.298191, -83.923913 33.444194, -84.044493 33.525776, -84.184143 33.646157, -84.281273 33.647411))",13,02820,1302820,Henry County School District,00,PK,12,G5420,,E,825449019,20273034,+33.4529466,-084.1540207,2021,2020-2021
159,"POLYGON ((-83.846676 32.468514, -83.848379 32.29097, -83.615579 32.288556, -83.498039 32.401715, -83.497923 32.452198, -83.597656 32.664338, -83.701152 32.692169, -83.70109 32.691598, -83.719859 32.53176, -83.846676 32.468514))",13,02880,1302880,Houston County School District,00,PK,12,G5420,,E,973954137,9990192,+32.4582875,-083.6625217,2021,2020-2021
160,"POLYGON ((-83.500702 31.59399, -83.338728 31.475991, -83.145587 31.472276, -82.99836 31.673164, -83.325617 31.680603, -83.453634 31.757861, -83.500702 31.59399))",13,02910,1302910,Irwin County School District,00,PK,12,G5420,,E,917795237,21756147,+31.6043062,-083.2770374,2021,2020-2021
161,"POLYGON ((-83.817682 34.127493, -83.563215 34.031757, -83.537385 33.965912, -83.360028 34.040572, -83.402428 34.197499, -83.451503 34.237732, -83.490441 34.257424, -83.619918 34.29538, -83.817682 34.127493), (-83.67439 34.156369, -83.575642 34.18268, -83.557414 34.101884, -83.613759 34.103712, -83.67439 34.156369))",13,02940,1302940,Jackson County School District,00,PK,12,G5420,,E,787037896,7641506,+34.1309052,-083.5625568,2021,2020-2021
162,"POLYGON ((-83.863058 33.368278, -83.822261 33.180238, -83.816048 33.131816, -83.545876 33.171944, -83.533736 33.434472, -83.682196 33.52622, -83.863058 33.368278))",13,02970,1302970,Jasper County School District,00,PK,12,G5420,,E,954167636,13100766,+33.3169807,-083.6891515,2021,2020-2021
163,"POLYGON ((-82.836366 31.816154, -82.836633 31.671398, -82.627342 31.672672, -82.52142 31.710796, -82.520251 31.838388, -82.431531 31.966182, -82.483131 31.968961, -82.543655 31.958914, -82.645659 31.918883, -82.836366 31.816154))",13,03000,1303000,Jeff Davis County School District,00,PK,12,G5420,,E,857075892,11600966,+31.8116153,-082.6368248,2021,2020-2021
164,"POLYGON ((-83.67439 34.156369, -83.613759 34.103712, -83.557414 34.101884, -83.575642 34.18268, -83.67439 34.156369))",13,03030,1303030,Jefferson City School District,00,PK,12,G5420,,E,58355366,875719,+34.1362390,-083.6021566,2021,2020-2021
165,"POLYGON ((-82.661917 33.126331, -82.547913 33.008533, -82.521052 32.822356, -82.434149 32.762258, -82.316512 32.835772, -82.272353 32.937796, -82.26758 33.267397, -82.353498 33.312318, -82.383829 33.312106, -82.431957 33.27483, -82.661917 33.126331))",13,03060,1303060,Jefferson County School District,00,PK,12,G5420,,E,1363771357,8059597,+33.0581756,-082.4200036,2021,2020-2021
166,"POLYGON ((-81.767553 32.909411, -81.857985 32.953882, -82.081337 32.916776, -82.144977 32.812741, -82.001236 32.60691, -81.841005 32.649093, -81.767553 32.909411))",13,03090,1303090,Jenkins County School District,00,PK,12,G5420,,E,899705947,13195935,+32.7945631,-081.9715244,2021,2020-2021
167,"POLYGON ((-82.946966 32.759358, -82.957066 32.708318, -82.862763 32.71576, -82.668557 32.612164, -82.647733 32.512507, -82.469823 32.650882, -82.434149 32.762258, -82.521052 32.822356, -82.946966 32.759358))",13,03120,1303120,Johnson County School District,00,PK,12,G5420,,E,784815230,9256633,+32.6945842,-082.6639696,2021,2020-2021
168,"POLYGON ((-83.816048 33.131816, -83.710685 32.952792, -83.513511 32.844868, -83.40699 32.89822, -83.357685 32.926141, -83.42909 33.185352, -83.545876 33.171944, -83.816048 33.131816))",13,03150,1303150,Jones County School District,00,PK,12,G5420,,E,1020304152,3820256,+33.0216636,-083.5621958,2021,2020-2021
169,"POLYGON ((-84.248185 33.189019, -84.27014 32.991011, -84.12334 32.932184, -84.044113 32.947874, -84.041498 33.202629, -84.123767 33.202824, -84.248185 33.189019))",13,03210,1303210,Lamar County School District,00,PK,12,G5420,,E,475264404,6044329,+33.0744405,-084.1466893,2021,2020-2021
170,"POLYGON ((-83.046885 31.18368, -83.165072 31.147198, -83.197971 31.025405, -83.042924 30.947296, -83.019419 30.849453, -82.971336 30.869392, -82.971247 31.183988, -83.046885 31.18368))",13,03240,1303240,Lanier County School District,00,PK,12,G5420,,E,509030778,8418857,+31.0381973,-083.0631635,2021,2020-2021
171,"POLYGON ((-83.922494 31.909653, -84.338143 31.91619, -84.338245 31.873591, -84.305204 31.691057999999998, -84.297801 31.621951, -84.018404 31.650274, -83.939437 31.847929, -83.922494 31.909653))",13,03270,1303270,Lee County School District,00,PK,12,G5420,,E,921731096,15310679,+31.8184185,-084.1466814,2021,2020-2021
172,"POLYGON ((-81.765777 31.887847, -81.641761 31.765451, -81.491798 31.699575, -81.261868 31.650142, -81.095383 31.520981, -81.051521 31.705198, -81.154731 31.713070000000002, -81.376954 31.848257, -81.404926 31.936868, -81.637894 31.849634000000002, -81.765777 31.887847))",13,03300,1303300,Liberty County School District,00,PK,12,G5420,,E,859504744,221682836,+31.7324865,-081.3768352,2021,2020-2021
173,"POLYGON ((-82.645451 33.984195, -82.479518 33.639535, -82.425328 33.650629, -82.218649 33.686299, -82.346933 33.834298, -82.564491 33.955733, -82.645451 33.984195))",13,03330,1303330,Lincoln County School District,00,PK,12,G5420,,E,544884775,121513274,+33.7921507,-082.4482992,2021,2020-2021
174,"POLYGON ((-81.881985 31.924095, -81.969052 31.789324, -81.663206 31.538667, -81.491798 31.699575, -81.641761 31.765451, -81.765777 31.887847, -81.881985 31.924095))",13,03360,1303360,Long County School District,00,PK,12,G5420,,E,923771986,8534638,+31.7306150,-081.7351121,2021,2020-2021
175,"POLYGON ((-83.475617 31.031964, -83.370898 30.884828, -83.482461 30.756931, -83.357703 30.63736, -83.340852 30.636336, -83.309249 30.634406, -83.136614 30.623967, -83.124865 30.803655, -83.019419 30.849453, -83.042924 30.947296, -83.197971 31.025405, -83.295052 31.027278, -83.475617 31.031964), (-83.352895 30.841262, -83.284448 30.883188, -83.249409 30.802372, -83.30259 30.793182, -83.352895 30.841262))",13,03390,1303390,Lowndes County School District,00,PK,12,G5420,,E,1194638295,33395680,+30.7222726,-083.3624996,2021,2020-2021
176,"POLYGON ((-84.188557 34.602692, -84.19104 34.539181, -83.980649 34.418389, -83.843405 34.505494, -83.856506 34.722191, -84.036276 34.642087, -84.158035 34.648243, -84.188557 34.602692))",13,03420,1303420,Lumpkin County School District,00,PK,12,G5420,,E,732820607,3275562,+34.5681403,-083.9989251,2021,2020-2021
177,"MULTIPOLYGON (((-84.003363 32.529927, -84.05331 32.522021, -84.00849 32.521769, -84.003363 32.529927)), ((-84.254613 32.372053, -84.181657 32.229703, -84.0276 32.171165, -83.848379 32.29097, -83.846676 32.468514, -84.018147 32.506406, -84.05331 32.522021, -84.254613 32.372053)))",13,03450,1303450,Macon County School District,00,PK,12,G5420,,E,1037709945,13841916,+32.3626859,-084.0512306,2021,2020-2021
178,"POLYGON ((-83.402428 34.197499, -83.360028 34.040572, -83.258413 33.999098, -82.976294 34.043219, -83.078004 34.223606, -83.11336 34.27353, -83.355269 34.22374, -83.402428 34.197499))",13,03480,1303480,Madison County School District,00,PK,12,G5420,,E,731214552,8448220,+34.1285257,-083.2037373,2021,2020-2021
179,"POLYGON ((-84.596805 33.938454, -84.499945 33.93912, -84.551598 33.995497, -84.596805 33.938454))",13,03510,1303510,Marietta City School District,00,PK,12,G5420,,E,60741408,201436,+33.9535613,-084.5424631,2021,2020-2021
180,"POLYGON ((-84.658203 32.309793, -84.65892 32.232852, -84.649319 32.232953, -84.431214 32.134058, -84.430218 32.166257, -84.392316 32.414046, -84.444353 32.562083, -84.637323 32.534855, -84.658203 32.309793))",13,03540,1303540,Marion County School District,00,PK,12,G5420,,E,947213841,3785944,+32.3593118,-084.5287354,2021,2020-2021
181,"POLYGON ((-82.649705 33.608768, -82.535779 33.35746, -82.383829 33.312106, -82.353498 33.312318, -82.294179 33.354635, -82.436814 33.549658, -82.425328 33.650629, -82.479518 33.639535, -82.649705 33.608768))",13,03570,1303570,McDuffie County School District,00,PK,12,G5420,,E,666590014,23114032,+33.4806126,-082.4795333,2021,2020-2021
182,"POLYGON ((-81.663206 31.538667, -81.62429 31.452982, -81.435874 31.313263, -81.183716 31.294283, -81.190758 31.399876, -81.095383 31.520981, -81.261868 31.650142, -81.491798 31.699575, -81.663206 31.538667))",13,03600,1303600,McIntosh County School District,00,PK,12,G5420,,E,1117201522,369165150,+31.4856290,-081.3721413,2021,2020-2021
183,"POLYGON ((-84.862359 33.191173, -84.861768 32.872495, -84.700538 32.84464, -84.506888 32.881788, -84.52702 32.970548, -84.496783 33.183866, -84.502352 33.221055, -84.862359 33.191173))",13,03630,1303630,Meriwether County School District,00,PK,12,G5420,,E,1297342106,10832501,+33.0292666,-084.6670579,2021,2020-2021
184,"POLYGON ((-84.641673 31.258967, -84.917421 31.25599, -84.922423 31.07259, -84.730855 31.06919, -84.542653 31.079029, -84.537101 31.255932, -84.641673 31.258967))",13,03660,1303660,Miller County School District,00,PK,12,G5420,,E,731471756,3211332,+31.1629309,-084.7303983,2021,2020-2021
185,"POLYGON ((-84.141124 31.440179, -84.340552 31.305341, -84.508078 31.0784, -84.376612 31.078883, -84.116644 31.077971, -84.003627 31.07729, -83.99943 31.334966, -83.997796 31.443753, -84.141124 31.440179), (-84.170938 31.124523, -84.161263 31.140604, -84.133555 31.134264, -84.139474 31.114006, -84.170938 31.124523))",13,03690,1303690,Mitchell County School District,00,PK,12,G5420,,E,1315922391,4314212,+31.2289970,-084.1920380,2021,2020-2021
186,"POLYGON ((-84.12334 32.932184, -84.124275 32.849562, -83.891922 32.848351, -83.710685 32.952792, -83.816048 33.131816, -83.822261 33.180238, -84.041498 33.202629, -84.044113 32.947874, -84.12334 32.932184))",13,03720,1303720,Monroe County School District,00,PK,12,G5420,,E,1025872448,5643846,+33.0174037,-083.9228373,2021,2020-2021
187,"POLYGON ((-82.40913 32.353738, -82.655486 32.297561, -82.597671 32.013979, -82.543655 31.958914, -82.483131 31.968961, -82.443755 32.203306, -82.443632 32.203988, -82.443008 32.207402, -82.44061 32.241261, -82.40913 32.353738))",13,03750,1303750,Montgomery County School District,00,PK,12,G5420,,E,622521201,9156184,+32.1721081,-082.5333487,2021,2020-2021
188,"POLYGON ((-83.680896 33.596919, -83.682196 33.52622, -83.533736 33.434472, -83.279931 33.483438, -83.406189 33.698307, -83.505928 33.81776, -83.669067 33.611874, -83.674592 33.604872, -83.680896 33.596919))",13,03780,1303780,Morgan County School District,00,PK,12,G5420,,E,899791096,18672319,+33.5986957,-083.4994346,2021,2020-2021
189,"POLYGON ((-84.865153 34.728012, -84.913456 34.634128, -84.654523 34.583187, -84.618637 34.855398, -84.621483 34.988329, -84.810477 34.987605, -84.867913 34.729453, -84.865153 34.728012))",13,03840,1303840,Murray County School District,00,PK,12,G5420,,E,892235146,5719643,+34.7970974,-084.7379899,2021,2020-2021
190,"POLYGON ((-85.080784 32.608072, -84.948734 32.406725, -84.821685 32.535314, -84.679453 32.535775, -84.694603 32.583945, -85.080784 32.608072))",13,03870,1303870,Muscogee County School District,00,PK,12,G5420,,E,368880527,11134028,+32.5266873,-084.9108735,2021,2020-2021
191,"POLYGON ((-84.044493 33.525776, -83.923913 33.444194, -83.863058 33.368278, -83.682196 33.52622, -83.680896 33.596919, -83.696725 33.607624, -83.705498 33.626273, -83.707969 33.627936, -83.754879 33.646373, -83.914823 33.744203, -84.044493 33.525776))",13,03930,1303930,Newton County School District,00,PK,12,G5420,,E,705888842,13969549,+33.5527507,-083.8513597,2021,2020-2021
192,"POLYGON ((-83.647031 33.906198, -83.505928 33.81776, -83.406189 33.698307, -83.28034 33.761774, -83.275933 33.847977, -83.537385 33.965912, -83.647031 33.906198))",13,03960,1303960,Oconee County School District,00,PK,12,G5420,,E,477443088,5264894,+33.8341247,-083.4377284,2021,2020-2021
193,"POLYGON ((-83.275933 33.847977, -83.28034 33.761774, -82.995602 33.693583, -82.949046 33.733333, -82.987286 33.78071, -82.779506 33.971124, -82.976294 34.043219, -83.258413 33.999098, -83.275933 33.847977))",13,03990,1303990,Oglethorpe County School District,00,PK,12,G5420,,E,1137165335,7708032,+33.8668062,-083.0740805,2021,2020-2021
194,"POLYGON ((-84.922742 34.082497, -85.05031 33.904488, -85.037926 33.811942, -84.901688 33.780703, -84.724139 33.80617, -84.737836 34.079399, -84.77254 34.082431, -84.806881 34.082486, -84.922742 34.082497))",13,04020,1304020,Paulding County School District,00,PK,12,G5420,,E,808983871,5212122,+33.9210299,-084.8671693,2021,2020-2021
195,"POLYGON ((-84.00849 32.521769, -84.018147 32.506406, -83.846676 32.468514, -83.719859 32.53176, -83.70109 32.691598, -83.766963 32.692495, -84.003363 32.529927, -84.00849 32.521769))",13,04050,1304050,Peach County School District,00,PK,12,G5420,,E,389234765,2678496,+32.5713241,-083.8319779,2021,2020-2021
196,"POLYGON ((-84.170938 31.124523, -84.139474 31.114006, -84.133555 31.134264, -84.161263 31.140604, -84.170938 31.124523))",13,04080,1304080,Pelham City School District,00,PK,12,G5420,,E,10560694,0,+31.1266388,-084.1514587,2021,2020-2021
197,"POLYGON ((-84.654366 34.548946, -84.653232 34.41259, -84.58263 34.381492, -84.257586 34.380992, -84.345553 34.562735, -84.654366 34.548946))",13,04110,1304110,Pickens County School District,00,PK,12,G5420,,E,601031041,1690669,+34.4567464,-084.4903508,2021,2020-2021
198,"POLYGON ((-82.417246 31.417119, -82.383705 31.291143, -82.284561 31.224449, -82.194824 31.20759, -82.041129 31.373721, -82.132794 31.471262, -82.226585 31.530699, -82.417246 31.417119))",13,04140,1304140,Pierce County School District,00,PK,12,G5420,,E,881777233,7183926,+31.3539980,-082.2103703,2021,2020-2021
199,"POLYGON ((-84.496783 33.183866, -84.52702 32.970548, -84.298665 32.999671, -84.27014 32.991011, -84.248185 33.189019, -84.496783 33.183866))",13,04170,1304170,Pike County School District,00,PK,12,G5420,,E,559660500,8595984,+33.0811487,-084.3894621,2021,2020-2021
200,"POLYGON ((-85.421852 34.080822, -85.386581 33.901719, -85.05031 33.904488, -84.922742 34.082497, -85.046871 34.096412, -85.421852 34.080822))",13,04200,1304200,Polk County School District,00,PK,12,G5420,,E,803767094,4673256,+33.9960153,-085.1883384,2021,2020-2021
201,"POLYGON ((-83.615579 32.288556, -83.608547 32.118405, -83.337313 32.105885, -83.346528 32.272489, -83.498039 32.401715, -83.615579 32.288556))",13,04220,1304220,Pulaski County School District,00,PK,12,G5420,,E,645583957,5046606,+32.2388026,-083.4818454,2021,2020-2021
202,"POLYGON ((-83.533736 33.434472, -83.545876 33.171944, -83.42909 33.185352, -83.274108 33.187238, -83.164207 33.35503, -83.279931 33.483438, -83.533736 33.434472))",13,04260,1304260,Putnam County School District,00,PK,12,G5420,,E,892721731,41451859,+33.3210605,-083.3717898,2021,2020-2021
203,"POLYGON ((-85.06823 31.991857, -85.14113 31.780463, -84.95864 31.777854, -84.907006 31.924465, -85.06823 31.991857))",13,04290,1304290,Quitman County School District,00,PK,12,G5420,,E,391703076,24158295,+31.8629381,-085.0047978,2021,2020-2021
204,"POLYGON ((-83.549376 34.992393, -83.652194 34.822993, -83.548988 34.749451, -83.352448 34.716125, -83.108613 35.000659, -83.482949 34.993301, -83.549376 34.992393))",13,04320,1304320,Rabun County School District,00,PK,12,G5420,,E,958643875,17853952,+34.8839345,-083.4048701,2021,2020-2021
205,"POLYGON ((-84.95864 31.777854, -84.942353 31.618669, -84.817843 31.619771, -84.546854 31.621199, -84.599776 31.920171, -84.65582 31.920308, -84.907006 31.924465, -84.95864 31.777854))",13,04350,1304350,Randolph County School District,00,PK,12,G5420,,E,1109126227,6830041,+31.7626510,-084.7523108,2021,2020-2021
206,"POLYGON ((-82.353498 33.312318, -82.26758 33.267397, -82.092592 33.230084, -81.852076 33.247288, -81.934136 33.468337, -82.01247 33.532116, -82.028238 33.544934, -82.294179 33.354635, -82.353498 33.312318))",13,04380,1304380,Richmond County School District,00,PK,12,G5420,,E,840036613,10995252,+33.3614863,-082.0749982,2021,2020-2021
207,"POLYGON ((-84.184143 33.646157, -84.044493 33.525776, -83.914823 33.744203, -83.982033 33.786054, -84.023713 33.752808, -84.184143 33.646157))",13,04410,1304410,Rockdale County School District,00,PK,12,G5420,,E,336226897,5900996,+33.6520811,-084.0263696,2021,2020-2021
208,"POLYGON ((-85.131139 34.213227, -85.236699 34.256974, -85.205843 34.241967, -85.131139 34.213227))",13,04440,1304440,Rome City School District,00,PK,12,G5420,,E,82054602,1992353,+34.2661329,-085.1860521,2021,2020-2021
209,"POLYGON ((-84.392316 32.414046, -84.430218 32.166257, -84.183569 32.158493, -84.181657 32.229703, -84.254613 32.372053, -84.363216 32.397649, -84.392316 32.414046))",13,04470,1304470,Schley County School District,00,PK,12,G5420,,E,432291202,2369649,+32.2634439,-084.3227083,2021,2020-2021
210,"POLYGON ((-81.767553 32.909411, -81.841005 32.649093, -81.548006 32.489286, -81.389205 32.595416, -81.405054 32.744957, -81.541831 33.045654, -81.767553 32.909411))",13,04500,1304500,Screven County School District,00,PK,12,G5420,,E,1672668617,26023811,+32.7447512,-081.6175849,2021,2020-2021
211,"POLYGON ((-85.028564 31.075523, -85.002499 31.000685, -84.864693 30.711542, -84.863465 30.711494, -84.755917 30.88527, -84.730855 31.06919, -84.922423 31.07259, -85.028564 31.075523))",13,04530,1304530,Seminole County School District,00,PK,12,G5420,,E,615233530,49243434,+30.9339599,-084.8676853,2021,2020-2021
212,"POLYGON ((-83.669067 33.611874, -83.754879 33.646373, -83.707969 33.627936, -83.700157 33.622695, -83.701902 33.62385, -83.705498 33.626273, -83.696725 33.607624, -83.674592 33.604872, -83.669067 33.611874))",13,04540,1304540,Social Circle City School District,00,PK,12,G5420,,E,37759755,282117,+33.6461391,-083.7127819,2021,2020-2021
213,"POLYGON ((-83.338234 34.687187, -83.45843 34.483933, -83.398049 34.460998, -83.177838 34.477017, -83.103673 34.536617, -83.338234 34.687187))",13,04560,1304560,Stephens County School District,00,PK,12,G5420,,E,463254407,13035162,+34.5535825,-083.2905877,2021,2020-2021
214,"POLYGON ((-84.923027 32.230851, -85.06206 32.132486, -85.06823 31.991857, -84.907006 31.924465, -84.65582 31.920308, -84.649319 32.232953, -84.65892 32.232852, -84.923027 32.230851))",13,04590,1304590,Stewart County School District,00,PK,12,G5420,,E,1188153054,12598484,+32.0732250,-084.8349117,2021,2020-2021
215,"POLYGON ((-84.431214 32.134058, -84.443807 31.967456, -84.338245 31.873591, -84.338143 31.91619, -83.922494 31.909653, -83.961278 32.030595, -84.0276 32.171165, -84.181657 32.229703, -84.183569 32.158493, -84.430218 32.166257, -84.431214 32.134058))",13,04620,1304620,Sumter County School District,00,PK,12,G5420,,E,1250646286,25211441,+32.0422659,-084.2042935,2021,2020-2021
216,"POLYGON ((-84.700538 32.84464, -84.694603 32.583945, -84.679453 32.535775, -84.637323 32.534855, -84.444353 32.562083, -84.286246 32.747626, -84.506888 32.881788, -84.700538 32.84464))",13,04650,1304650,Talbot County School District,00,PK,12,G5420,,E,1013662778,8766848,+32.7046026,-084.5300288,2021,2020-2021
217,"POLYGON ((-82.995602 33.693583, -83.012853 33.469178, -82.851954 33.443543, -82.679975 33.599792, -82.949046 33.733333, -82.995602 33.693583))",13,04680,1304680,Taliaferro County School District,00,PK,12,G5420,,E,504029143,1917633,+33.5593190,-082.8752721,2021,2020-2021
218,"POLYGON ((-82.232788 32.318838, -82.182727 32.160442, -82.225042 31.913074, -82.048582 31.827075, -81.969052 31.789324, -81.881985 31.924095, -81.857513 32.049847, -81.980041 32.081502, -82.025339 32.278883, -82.232788 32.318838))",13,04770,1304770,Tattnall County School District,00,PK,12,G5420,,E,1218729299,19239807,+32.0521878,-082.0659633,2021,2020-2021
219,"MULTIPOLYGON (((-84.05331 32.522021, -84.018147 32.506406, -84.00849 32.521769, -84.05331 32.522021)), ((-84.444353 32.562083, -84.392316 32.414046, -84.363216 32.397649, -84.254613 32.372053, -84.05331 32.522021, -84.003363 32.529927, -84.104966 32.673385, -84.202628 32.690018, -84.286246 32.747626, -84.444353 32.562083)))",13,04800,1304800,Taylor County School District,00,PK,12,G5420,,E,975613090,7801539,+32.5546668,-084.2514261,2021,2020-2021
220,"POLYGON ((-83.205739 31.900325, -83.177469 31.847857, -82.995698 31.780983, -82.836366 31.816154, -82.645659 31.918883, -82.927865 32.135274, -83.205739 31.900325))",13,04830,1304830,Telfair County School District,00,PK,12,G5420,,E,1132621093,17356399,+31.9136406,-082.9310634,2021,2020-2021
221,"POLYGON ((-84.599776 31.920171, -84.546854 31.621199, -84.450398 31.621868, -84.297801 31.621951, -84.305204 31.691057999999998, -84.338245 31.873591, -84.443807 31.967456, -84.599776 31.920171))",13,04860,1304860,Terrell County School District,00,PK,12,G5420,,E,869695791,4951325,+31.7771909,-084.4394464,2021,2020-2021
222,"POLYGON ((-84.116644 31.077971, -84.077119 30.914965, -84.083757 30.675804, -84.007454 30.672127, -83.743729 30.658396, -83.736158 31.037679, -84.003627 31.07729, -84.116644 31.077971), (-83.948143 30.859825999999998, -83.948132 30.816028, -83.99775700000001 30.813444, -84.00703 30.866065, -83.948143 30.859825999999998))",13,04890,1304890,Thomas County School District,00,PK,12,G5420,,E,1371708886,19302247,+30.8646195,-083.9198155,2021,2020-2021
223,"POLYGON ((-83.948143 30.859825999999998, -84.00703 30.866065, -83.99775700000001 30.813444, -83.948132 30.816028, -83.948143 30.859825999999998))",13,04950,1304950,Thomasville City School District,00,PK,12,G5420,,E,38883721,343448,+30.8394221,-083.9787807,2021,2020-2021
224,"POLYGON ((-83.649384 31.567977, -83.65409 31.330661, -83.512607 31.327405, -83.434492 31.350361, -83.338728 31.475991, -83.500702 31.59399, -83.649384 31.567977))",13,04980,1304980,Tift County School District,00,PK,12,G5420,,E,675702302,20458311,+31.4570027,-083.5259307,2021,2020-2021
225,"POLYGON ((-82.443755 32.203306, -82.483131 31.968961, -82.431531 31.966182, -82.225042 31.913074, -82.182727 32.160442, -82.232788 32.318838, -82.409118 32.35383, -82.40913 32.353738, -82.44061 32.241261, -82.402971 32.24678, -82.34866 32.209646, -82.408865 32.183203, -82.443755 32.203306))",13,05040,1305040,Toombs County School District,00,PK,12,G5420,,E,898498061,17150639,+32.1177534,-082.3305967,2021,2020-2021
226,"POLYGON ((-83.936395 34.987564, -83.804962 34.895934, -83.780346 34.792905, -83.681596 34.800882, -83.652194 34.822993, -83.549376 34.992393, -83.936395 34.987564))",13,05070,1305070,Towns County School District,00,PK,12,G5420,,E,431178090,13754198,+34.9025294,-083.7322645,2021,2020-2021
227,"POLYGON ((-82.647733 32.512507, -82.721964 32.309283, -82.655486 32.297561, -82.40913 32.353738, -82.409118 32.35383, -82.386106 32.44037, -82.647733 32.512507))",13,05100,1305100,Treutlen County School District,00,PK,12,G5420,,E,516524095,7810908,+32.4095857,-082.5708819,2021,2020-2021
