,Mean,Lower_ci,Upper_ci,Date,City
1641,346851.6711087502,321475.5160968581,372227.82612064236,2021-11,"North Port-Sarasota-Bradenton, FL"
1642,350149.61661373486,321866.77288579603,378432.4603416737,2021-12,"North Port-Sarasota-Bradenton, FL"
1643,353370.5057821818,322126.20886138245,384614.80270298116,2022-01,"North Port-Sarasota-Bradenton, FL"
1644,356516.8005694639,322262.6741332533,390770.9270056746,2022-02,"North Port-Sarasota-Bradenton, FL"
1645,359590.8842713069,322284.3119817342,396897.45656087965,2022-03,"North Port-Sarasota-Bradenton, FL"
1646,362595.0640369702,322198.63587964163,402991.4921942988,2022-04,"North Port-Sarasota-Bradenton, FL"
1647,365531.5733021322,322012.5966422808,409050.5499619836,2022-05,"North Port-Sarasota-Bradenton, FL"
1648,368402.57414404425,321732.6405724355,415072.507715653,2022-06,"North Port-Sarasota-Bradenton, FL"
1649,371210.15956143744,321364.7597642496,421055.55935862527,2022-07,"North Port-Sarasota-Bradenton, FL"
1650,373956.35568158614,320914.5357175016,426998.1756456707,2022-08,"North Port-Sarasota-Bradenton, FL"
1651,376643.12389685574,320387.17729227035,432899.07050144114,2022-09,"North Port-Sarasota-Bradenton, FL"
1652,379272.3629329876,319787.55388592713,438757.1719800481,2022-10,"North Port-Sarasota-Bradenton, FL"
1653,381845.9108513022,319120.2245723144,444571.59713029,2022-11,"North Port-Sarasota-Bradenton, FL"
1654,384365.5469869313,318389.4638181005,450341.6301557621,2022-12,"North Port-Sarasota-Bradenton, FL"
1655,386832.9938251242,317599.28428587597,456066.7033643725,2023-01,"North Port-Sarasota-Bradenton, FL"
1656,167607.54896389428,166838.82374438646,168376.2741834021,2021-02,"Little Rock, AR"
1657,168464.41376365212,167272.23214467062,169656.59538263362,2021-03,"Little Rock, AR"
1658,169294.78485964346,167708.17115766805,170881.39856161887,2021-04,"Little Rock, AR"
1659,170099.9324865378,168124.9510085708,172074.91396450478,2021-05,"Little Rock, AR"
1660,170881.06597788903,168517.1355654548,173244.99639032324,2021-06,"Little Rock, AR"
1661,171639.33668602578,168883.6692609067,174395.00411114487,2021-07,"Little Rock, AR"
1662,172375.84076194814,169225.0637989421,175526.61772495418,2021-08,"Little Rock, AR"
1663,173091.62180194305,169542.45218325575,176640.79142063035,2021-09,"Little Rock, AR"
1664,173787.67336730807,169837.20786631445,177738.1388683017,2021-10,"Little Rock, AR"
1665,174464.94138326784,170110.77460960994,178819.10815692574,2021-11,"Little Rock, AR"
1666,175124.32642287476,170364.58603433773,179884.0668114118,2021-12,"Little Rock, AR"
1667,175766.68588140878,170600.02693773436,180933.3448250832,2022-01,"Little Rock, AR"
1668,176392.8360465259,170818.41530425136,181967.2567888004,2022-02,"Little Rock, AR"
1669,177003.55406915405,171020.9950044829,182986.11313382522,2022-03,"Little Rock, AR"
1670,177599.5798398947,171208.93414417765,183990.22553561174,2022-04,"Little Rock, AR"
1671,178181.61777546076,171383.3264127562,184979.90913816533,2022-05,"Little Rock, AR"
1672,178750.33851946428,171545.19399013591,185955.48304879264,2022-06,"Little Rock, AR"
1673,179306.3805616601,171695.49121011974,186917.26991320046,2022-07,"Little Rock, AR"
1674,179850.35177955538,171835.10852851093,187865.59503059983,2022-08,"Little Rock, AR"
1675,180382.83090610683,171964.87654087105,188800.7852713426,2022-09,"Little Rock, AR"
1676,180904.36892704974,172085.56990781645,189723.16794628304,2022-10,"Little Rock, AR"
1677,181415.49041123223,172197.91111159342,190633.06971087103,2022-11,"Little Rock, AR"
1678,181916.69477716694,172302.57400637853,191530.81554795534,2022-12,"Little Rock, AR"
1679,182408.4574988582,172400.18714753017,192416.7278501862,2023-01,"Little Rock, AR"
1680,444061.1529222141,438328.843563016,449793.46228141227,2021-02,"Stockton, CA"
1681,450368.6163717791,441057.7850306057,459679.44771295256,2021-03,"Stockton, CA"
1682,456486.6203419616,443619.9131120472,469353.32757187606,2021-04,"Stockton, CA"
1683,462422.41746749636,445900.4161423603,478944.4187926324,2021-05,"Stockton, CA"
1684,468182.98274744226,447884.5259820497,488481.4395128348,2021-06,"Stockton, CA"
1685,473775.02417326067,449581.26639504335,497968.781951478,2021-07,"Stockton, CA"
1686,479204.9929500433,451006.55215090734,507403.43374917924,2021-08,"Stockton, CA"
1687,484479.0933264653,452177.9983485709,516780.1883043597,2021-09,"Stockton, CA"
1688,489603.29204844084,453113.08029015834,526093.5038067234,2021-10,"Stockton, CA"
1689,494583.32745088666,453828.45564087,535338.1992609034,2021-11,"Stockton, CA"
1690,499424.7182014466,454339.73729833297,544509.6991045602,2021-12,"Stockton, CA"
1691,504132.7717095009,454661.4516917205,553604.0917272813,2022-01,"Stockton, CA"
1692,508712.592213273,454807.07422223454,562618.1102043114,2022-02,"Stockton, CA"
1693,513169.088557356,454789.09495744196,571549.0821572699,2022-03,"Stockton, CA"
1694,517506.98167251097,454619.0936145691,580394.8697304528,2022-04,"Stockton, CA"
1695,521730.81176913326,454307.81443016126,589153.8091081053,2022-05,"Stockton, CA"
1696,525844.945255348,453865.23686612607,597824.6536445699,2022-06,"Stockton, CA"
1697,529853.5813902766,453300.64063048566,606406.5221500675,2022-07,"Stockton, CA"
1698,533760.7586826114,452622.6646855894,614898.8526796334,2022-08,"Stockton, CA"
1699,537570.3610442494,451839.3604644266,623301.3616240722,2022-09,"Stockton, CA"
1700,541286.1237083597,450958.2397458114,631614.007670908,2022-10,"Stockton, CA"
1701,544911.6389209045,449986.3177133124,639836.9601284965,2022-11,"Stockton, CA"
1702,548450.3614142839,448930.1517219713,647970.5711065964,2022-12,"Stockton, CA"
1703,551905.6136714467,447795.87626219017,656015.3510807032,2023-01,"Stockton, CA"
1704,300350.59248804674,298355.7834256175,302345.401550476,2021-02,"Charleston, SC"
1705,302613.81871893705,299448.34761359886,305779.28982427524,2021-03,"Charleston, SC"
1706,304830.15546840534,300532.67400097096,309127.6369358397,2021-04,"Charleston, SC"
1707,307001.0497543736,301557.36795357533,312444.7315551719,2021-05,"Charleston, SC"
1708,309127.9039395277,302510.2568892761,315745.5509897793,2021-06,"Charleston, SC"
1709,311212.07710938604,303389.4382932519,319034.71592552017,2021-07,"Charleston, SC"
1710,313254.8864078409,304196.55726130476,322313.215554377,2021-08,"Charleston, SC"
1711,315257.60833148437,304934.60050617275,325580.616156796,2021-09,"Charleston, SC"
1712,317221.4799839918,305607.0340672671,328835.92590071657,2021-10,"Charleston, SC"
1713,319147.70029179414,306217.4317762344,332077.9688073539,2021-11,"Charleston, SC"
1714,321037.43118223466,306769.3075142376,335305.55485023174,2021-12,"Charleston, SC"
1715,322891.7987253676,307266.0396182348,338517.5578325004,2022-01,"Charleston, SC"
1716,324711.8942405205,307710.8393616889,341712.9491193521,2022-02,"Charleston, SC"
1717,326498.7753687081,308106.7412240842,344890.80951333203,2022-03,"Charleston, SC"
1718,328253.46711195126,308456.60404261446,348050.33018128807,2022-04,"Charleston, SC"
1719,329976.9628405218,308763.11749523005,351190.8081858136,2022-05,"Charleston, SC"
1720,331670.22526910465,309028.8110154018,354311.6395228075,2022-06,"Charleston, SC"
1721,333334.1874028343,309256.063603947,357412.3112017216,2022-07,"Charleston, SC"
1722,334969.7534541373,309447.11372752505,360492.39318074955,2022-08,"Charleston, SC"
1723,336577.7997312802,309604.0688861498,363551.5305764106,2022-09,"Charleston, SC"
1724,338159.1754994972,309728.914647924,366589.4363510704,2022-10,"Charleston, SC"
1725,339714.7038155429,309823.5230683292,369605.88456275663,2022-11,"Charleston, SC"
1726,341245.1823364909,309889.6604766403,372600.7041963415,2022-12,"Charleston, SC"
1727,342751.38410357235,309928.9946468397,375573.773560305,2023-01,"Charleston, SC"
1728,163837.5788486656,162603.7635277151,165071.3941696161,2021-02,"Syracuse, NY"
1729,164788.5050483907,162959.62734024378,166617.38275653764,2021-03,"Syracuse, NY"
1730,165727.67804976366,163384.98285431686,168070.37324521047,2021-04,"Syracuse, NY"
1731,166655.31383637877,163831.8434946763,169478.78417808126,2021-05,"Syracuse, NY"
1732,167571.62442279048,164283.12766267694,170860.12118290403,2021-06,"Syracuse, NY"
1733,168476.81792745073,164730.91300160706,172222.7228532944,2021-07,"Syracuse, NY"
1734,169371.09864430595,165171.0389540664,173571.1583345455,2021-08,"Syracuse, NY"
1735,170254.6671130785,165601.18145246067,174908.15277369632,2021-09,"Syracuse, NY"
1736,171127.72018825635,166020.01545606382,176235.4249204489,2021-10,"Syracuse, NY"
1737,171990.45110681522,166426.80077003402,177554.10144359642,2021-11,"Syracuse, NY"
1738,172843.049554696,166821.15780920527,178864.9413001867,2021-12,"Syracuse, NY"
1739,173685.70173206055,167202.93776405885,180168.46570006225,2022-01,"Syracuse, NY"
1740,174518.5904173486,167572.14344320263,181465.03739149458,2022-02,"Syracuse, NY"
1741,175341.89503015715,167928.87900978135,182754.91105053294,2022-03,"Syracuse, NY"
1742,176155.7916929645,168273.31700883678,184038.26637709222,2022-04,"Syracuse, NY"
1743,176960.45329172016,168605.67616023103,185315.2304232093,2022-05,"Syracuse, NY"
1744,177756.049535321,168926.2060788487,186585.8929917933,2022-06,"Syracuse, NY"
1745,178542.7470139948,169235.17657761177,187850.31745037786,2022-07,"Syracuse, NY"
1746,179320.70925661057,169532.87007458875,189108.5484386324,2022-08,"Syracuse, NY"
1747,180090.0967869359,169819.5761454408,190360.617428431,2022-09,"Syracuse, NY"
1748,180851.0671788605,170095.5875845117,191606.54677320932,2022-10,"Syracuse, NY"
1749,181603.77511060482,170361.1975428075,192846.35267840215,2022-11,"Syracuse, NY"
1750,182348.37241793252,170616.69744464767,194080.04739121738,2022-12,"Syracuse, NY"
1751,183085.0081463852,170862.37547362543,195307.64081914496,2023-01,"Syracuse, NY"
1752,376669.09385199414,374529.51798608183,378808.66971790645,2021-02,"Colorado Springs, CO"
1753,381173.2480120166,377825.345143201,384521.15088083217,2021-03,"Colorado Springs, CO"
1754,385638.8979260048,381140.2270509679,390137.56880104163,2021-04,"Colorado Springs, CO"
1755,390066.53119766974,384409.7802306109,395723.28216472856,2021-05,"Colorado Springs, CO"
1756,394456.6292558872,387614.8617538346,401298.3967579398,2021-06,"Colorado Springs, CO"
1757,398809.6674328933,390748.8418229846,406870.493042802,2021-07,"Colorado Springs, CO"
1758,403126.11504149047,393809.8024535807,412442.4276294002,2021-08,"Colorado Springs, CO"
1759,407406.435451275,396797.8827274961,418014.98817505396,2021-09,"Colorado Springs, CO"
1760,411651.0861639001,399714.1882034917,423587.9841243085,2021-10,"Colorado Springs, CO"
1761,415860.5188873848,402560.2876891967,429160.7500855729,2021-11,"Colorado Springs, CO"
1762,420035.17960948293,405337.96269912267,434732.3965198432,2021-12,"Colorado Springs, CO"
1763,424175.50867012225,408049.07639441534,440301.94094582915,2022-01,"Colorado Springs, CO"
1764,428281.94083292637,410695.5030288105,445868.37863704225,2022-02,"Colorado Springs, CO"
1765,432354.90535583126,413279.0896295579,451430.7210821046,2022-03,"Colorado Springs, CO"
1766,436394.8260608071,415801.6355055155,456988.0166160987,2022-04,"Colorado Springs, CO"
1767,440402.12140269735,418264.8818783173,462539.3609270774,2022-05,"Colorado Springs, CO"
1768,444377.2045371862,420670.5073571643,468083.9017172081,2022-06,"Colorado Springs, CO"
1769,448320.4833879051,423020.12680739106,473620.83996841917,2022-07,"Colorado Springs, CO"
1770,452232.3607126897,425315.2921771465,479149.4292482329,2022-08,"Colorado Springs, CO"
1771,456113.2341689973,427557.4944261584,484668.9739118363,2022-09,"Colorado Springs, CO"
1772,459963.4963784966,429748.1660403084,490178.82671668474,2022-10,"Colorado Springs, CO"
1773,463783.5349908386,431888.6838190743,495678.3861626029,2022-11,"Colorado Springs, CO"
1774,467573.73274662095,433980.3717466281,501167.0937466138,2022-12,"Colorado Springs, CO"
1775,471334.467539554,436024.5038336369,506644.4312454711,2023-01,"Colorado Springs, CO"
1776,270926.44869571674,268795.4086569195,273057.488734514,2021-02,"Springfield, MA"
1777,273792.97799004253,270461.9040484301,277124.051931655,2021-03,"Springfield, MA"
1778,276589.67159222893,272123.13389856374,281056.2092858941,2021-04,"Springfield, MA"
1779,279318.7826651751,273719.01910043316,284918.54622991703,2021-05,"Springfield, MA"
1780,281982.4916762444,275233.9008825705,288731.08246991836,2021-06,"Springfield, MA"
1781,284582.90874269686,276664.1472525677,292501.670232826,2021-07,"Springfield, MA"
1782,287122.0759014488,278010.48856638046,296233.6632365171,2021-08,"Springfield, MA"
1783,289601.9693056015,279275.43952015764,299928.49909104535,2021-09,"Springfield, MA"
1784,292024.50135010184,280462.2580876165,303586.7446125872,2021-10,"Springfield, MA"
1785,294391.5227288207,281574.47692732525,307208.5685303161,2021-11,"Springfield, MA"
1786,296704.82442526246,282615.678407308,310793.9704432169,2021-12,"Springfield, MA"
1787,298966.1396390469,283589.38319574465,314342.8960823492,2022-01,"Springfield, MA"
1788,301177.1456502352,284498.99530293664,317855.2959975337,2022-02,"Springfield, MA"
1789,303339.4656235057,285347.7764686627,321331.1547783487,2022-03,"Springfield, MA"
1790,305454.6703541206,286138.8362503463,324770.5044578949,2022-04,"Springfield, MA"
1791,307524.2799575607,286875.1306260148,328173.4292891066,2022-05,"Springfield, MA"
1792,309549.7655046464,287559.46519499057,331540.06581430224,2022-06,"Springfield, MA"
1793,311532.5506039036,288194.50078664266,334870.60042116453,2022-07,"Springfield, MA"
1794,313474.0129328761,288782.7602326634,338165.2656330888,2022-08,"Springfield, MA"
1795,315375.4857200327,289326.63559016545,341424.3358499,2022-09,"Springfield, MA"
1796,317238.25917886186,289828.3954088207,344648.122948903,2022-10,"Springfield, MA"
1797,319063.58189569716,290290.19181417924,347836.9719772151,2022-11,"Springfield, MA"
1798,320852.6621727667,290714.0672850923,350991.2570604411,2022-12,"Springfield, MA"
1799,322606.66932790994,291101.96106601856,354111.3775898013,2023-01,"Springfield, MA"
1800,263037.6459670668,259104.50833424268,266970.78359989094,2021-02,"Fort Myers, FL"
1801,265084.72146402305,258698.61206142567,271470.8308666204,2021-03,"Fort Myers, FL"
1802,267085.10431708844,258256.93708598855,275913.27154818835,2021-04,"Fort Myers, FL"
1803,269040.2323397666,257694.35169714474,280386.1129823884,2021-05,"Fort Myers, FL"
1804,270951.4990707567,256995.48248910182,284907.5156524116,2021-06,"Fort Myers, FL"
1805,272820.25513731444,256161.96654466324,289478.54372996563,2021-07,"Fort Myers, FL"
1806,274647.80957663,255200.6638599912,294094.95529326884,2021-08,"Fort Myers, FL"
1807,276435.4311165176,254119.98758456338,298750.87464847177,2021-09,"Fort Myers, FL"
1808,278184.34941666754,252928.5722087505,303440.12662458455,2021-10,"Fort Myers, FL"
1809,279895.7562716773,251634.76045630226,308156.7520870524,2021-11,"Fort Myers, FL"
1810,281570.80677703663,250246.41209035832,312895.20146371494,2021-12,"Fort Myers, FL"
1811,283210.6204592085,248770.84804792725,317650.39287048974,2022-01,"Fort Myers, FL"
1812,284816.2823709118,247214.8529742093,322417.7117676143,2022-02,"Fort Myers, FL"
1813,286388.8441526761,245584.7023823609,327192.9859229913,2022-03,"Fort Myers, FL"
1814,287929.3250617084,243886.19902765338,331972.4510957634,2022-04,"Fort Myers, FL"
1815,289438.7129690773,242124.71136006142,336752.71457809315,2022-05,"Fort Myers, FL"
1816,290917.9653261913,240305.2108033298,341530.7198490528,2022-06,"Fort Myers, FL"
1817,292368.0101015157,238432.30647903957,346303.71372399176,2022-07,"Fort Myers, FL"
1818,293789.7466884454,236510.27690376813,351069.21647312265,2022-08,"Fort Myers, FL"
1819,295184.04678522114,234543.0986248511,355824.9949455912,2022-09,"Fort Myers, FL"
1820,296551.75524775055,232534.47196126712,360569.038534234,2022-10,"Fort Myers, FL"
1821,297893.69091616804,230487.84409794759,365299.5377343885,2022-11,"Fort Myers, FL"
1822,299210.64741594245,228406.42980392947,370014.86502795544,2022-12,"Fort Myers, FL"
1823,300503.39393431594,226293.23003793688,374713.557830695,2023-01,"Fort Myers, FL"
1824,140007.74421584015,138738.93388562312,141276.5545460572,2021-02,"Toledo, OH"
1825,140854.5710584456,138983.03036438022,142726.111752511,2021-03,"Toledo, OH"
1826,141695.0533249346,139308.13005776916,144081.97659210002,2021-04,"Toledo, OH"
1827,142529.26783325453,139663.54446837588,145394.99119813318,2021-05,"Toledo, OH"
1828,143357.2904712675,140030.86672014536,146683.71422238965,2021-06,"Toledo, OH"
1829,144179.1962080115,140401.31634810418,147957.07606791882,2021-07,"Toledo, OH"
1830,144995.0591048251,140770.0966364901,149220.0215731601,2021-08,"Toledo, OH"
1831,145804.9523263377,141134.37442094745,150475.53023172793,2021-09,"Toledo, OH"
1832,146608.94815132642,141492.3976261993,151725.49867645354,2021-10,"Toledo, OH"
1833,147407.11798344186,141843.05663932476,152971.17932755896,2021-11,"Toledo, OH"
1834,148199.53236180375,142185.64541935717,154213.41930425033,2021-12,"Toledo, OH"
1835,148986.26097146838,142519.72219813478,155452.79974480197,2022-01,"Toledo, OH"
1836,149767.3726537693,142845.0238437502,156689.7214637884,2022-02,"Toledo, OH"
1837,150542.93541653288,143161.41095310604,157924.45987995973,2022-03,"Toledo, OH"
1838,151313.01644417012,143468.83142533762,159157.20146300262,2022-04,"Toledo, OH"
1839,152077.68210764622,143767.29560721293,160388.0686080795,2022-05,"Toledo, OH"
1840,152836.99797432954,144056.85893282725,161617.13701583183,2022-06,"Toledo, OH"
1841,153591.0288177213,144337.60955732063,162844.44807812196,2022-07,"Toledo, OH"
1842,154339.8386270674,144609.6594008093,164070.0178533255,2022-08,"Toledo, OH"
1843,155083.49061685396,144873.13757067767,165293.84366303025,2022-09,"Toledo, OH"
1844,155822.04723618782,145128.18547332613,166515.9089990495,2022-10,"Toledo, OH"
1845,156555.57017806347,145374.95314545438,167736.18721067256,2022-11,"Toledo, OH"
1846,157284.12038851785,145613.59647819537,168954.64429884034,2022-12,"Toledo, OH"
1847,158007.75807567424,145844.27510312854,170171.24104821993,2023-01,"Toledo, OH"
1848,309537.9511550924,307361.58152624563,311714.32078393915,2021-02,"Madison, WI"
1849,311018.53916500416,307777.01518038876,314260.06314961956,2021-03,"Madison, WI"
1850,312478.94407230394,308309.4406967936,316648.4474478143,2021-04,"Madison, WI"
1851,313919.6760399696,308876.4844442437,318962.8676356955,2021-05,"Madison, WI"
1852,315341.2323357234,309449.40819609165,321233.0564753552,2021-06,"Madison, WI"
1853,316744.0976579822,310015.2555746634,323472.939741301,2021-07,"Madison, WI"
1854,318128.7444535685,310567.4923788045,325689.9965283325,2021-08,"Madison, WI"
1855,319495.6332273905,311102.6823201853,327888.58413459576,2021-09,"Madison, WI"
1856,320845.2128442952,311619.0485884363,330071.3771001541,2021-10,"Madison, WI"
1857,322177.9208232906,312115.76699355734,332240.07465302385,2021-11,"Madison, WI"
1858,323494.18362433196,312592.5862547538,334395.7809939101,2021-12,"Madison, WI"
1859,324794.4169278583,313049.6102110275,336539.22364468913,2022-01,"Madison, WI"
1860,326079.0259072635,313487.16653072485,338670.88528380217,2022-02,"Madison, WI"
1861,327348.40549448016,313905.7244578926,340791.08653106773,2022-03,"Madison, WI"
1862,328602.9406388502,314305.84170862136,342900.03956907906,2022-04,"Madison, WI"
1863,329843.0065594523,314688.1293774558,344997.88374144875,2022-05,"Madison, WI"
1864,331068.96899105096,315053.22833099007,347084.70965111186,2022-06,"Madison, WI"
1865,332281.1844238295,315401.79312494764,349160.57572271134,2022-07,"Madison, WI"
1866,333480.00033706235,315734.4809592782,351225.5197148465,2022-08,"Madison, WI"
1867,334665.7554268819,316051.9440702691,353279.56678349467,2022-09,"Madison, WI"
1868,335838.77982828725,316354.82450419286,355322.73515238165,2022-10,"Madison, WI"
1869,336999.3953315421,316643.75056251296,357355.0401005713,2022-11,"Madison, WI"
1870,338147.9155931022,316919.33443262265,359376.4967535818,2022-12,"Madison, WI"
1871,339284.64634121157,317182.1706662642,361387.12201615894,2023-01,"Madison, WI"
1872,216483.94934284114,213888.9948526724,219078.90383300988,2021-02,"Lakeland, FL"
1873,218495.64237402365,214347.3827737122,222643.9019743351,2021-03,"Lakeland, FL"
1874,220448.94618675485,214787.6939302805,226110.1984432292,2021-04,"Lakeland, FL"
1875,222346.16791362606,215148.86795067828,229543.46787657385,2021-05,"Lakeland, FL"
1876,224189.52352552218,215418.6914499186,232960.35560112575,2021-06,"Lakeland, FL"
1877,225981.14143369312,215597.2691503632,236365.01371702304,2021-07,"Lakeland, FL"
1878,227723.06594949693,215688.68992036316,239757.4419786307,2021-08,"Lakeland, FL"
1879,229417.2606074378,215698.3604046199,243136.16081025574,2021-09,"Lakeland, FL"
1880,231065.61135690124,215632.00058774566,246499.22212605682,2021-10,"Lakeland, FL"
1881,232669.9296277739,215495.2347667883,249844.62448875952,2021-11,"Lakeland, FL"
1882,234231.95527493188,215293.4235647571,253170.48698510666,2021-12,"Lakeland, FL"
1883,235753.3594063834,215031.60126931683,256475.11754344995,2022-01,"Lakeland, FL"
1884,237235.74709966296,214714.4611900485,259757.03300927742,2022-02,"Lakeland, FL"
1885,238680.66001089293,214346.36311457015,263014.9569072157,2022-03,"Lakeland, FL"
1886,240089.57888075305,213931.3505719933,266247.80718951277,2022-04,"Lakeland, FL"
1887,241463.92594143175,213473.17190382522,269454.6799790383,2022-05,"Lakeland, FL"
1888,242805.06722847154,212975.30218441723,272634.8322725259,2022-06,"Lakeland, FL"
1889,244114.31480126653,212440.96455422856,275787.6650483045,2022-07,"Lakeland, FL"
1890,245392.9288758214,211873.150306851,278912.70744479186,2022-08,"Lakeland, FL"
1891,246642.11987323873,211274.63747225446,282009.602274223,2022-09,"Lakeland, FL"
1892,247863.05038726443,210648.00784489978,285078.0929296291,2022-10,"Lakeland, FL"
1893,249056.83707408968,209995.66250827082,288118.01163990854,2022-11,"Lakeland, FL"
1894,250224.55246748094,209319.83595514976,291129.26897981216,2022-12,"Lakeland, FL"
1895,251367.22672218896,208622.60892131878,294111.84452305915,2023-01,"Lakeland, FL"
1896,388705.86009517417,386586.32822102495,390825.3919693234,2021-02,"Ogden, UT"
1897,393751.36357085203,390297.10645862244,397205.6206830816,2021-03,"Ogden, UT"
1898,398723.70502981346,393930.2809550124,403517.1291046145,2021-04,"Ogden, UT"
1899,403624.3457415281,397440.13643327,409808.55504978617,2021-05,"Ogden, UT"
1900,408454.7177894404,400818.49643364176,416090.93914523907,2021-06,"Ogden, UT"
1901,413216.2246539041,404066.42131432274,422366.02799348545,2021-07,"Ogden, UT"
1902,417910.24178347306,407187.8681727421,428632.61539420404,2021-08,"Ogden, UT"
1903,422538.1171547825,410187.70681780943,434888.5274917556,2021-09,"Ogden, UT"
1904,427101.1718212473,413070.99255916895,441131.3510833257,2021-10,"Ogden, UT"
1905,431600.70045080094,415842.68051232863,447358.72038927325,2021-11,"Ogden, UT"
1906,436037.97185289446,418507.5144354807,453568.42927030823,2021-12,"Ogden, UT"
1907,440414.22949496954,421069.9895987627,459758.46939117636,2022-01,"Ogden, UT"
1908,444730.69200861605,423534.34810831386,465927.03590891825,2022-02,"Ogden, UT"
1909,448988.5536856199,425904.5883356015,472072.5190356383,2022-03,"Ogden, UT"
1910,453188.98496410367,428184.48001112934,478193.489917078,2022-04,"Ogden, UT"
1911,457333.13290495705,430377.5810225049,484288.6847874092,2022-05,"Ogden, UT"
1912,461422.1216587519,432487.2540706753,490356.98924682854,2022-06,"Ogden, UT"
1913,465457.0529233315,434516.68236374063,496397.4234829224,2022-07,"Ogden, UT"
1914,469439.00639226014,436468.88403217925,502409.128752341,2022-08,"Ogden, UT"
1915,473369.04019431595,438346.7251963959,508391.355192236,2022-09,"Ogden, UT"
1916,477248.1913242058,440152.9317348307,514343.45091358083,2022-10,"Ogden, UT"
1917,481077.4760646773,441890.09985208575,520264.85227726883,2022-11,"Ogden, UT"
1918,484857.8904002002,443560.70556414686,526155.0752362536,2022-12,"Ogden, UT"
1919,488590.410422385,445167.11321867816,532013.7076260918,2023-01,"Ogden, UT"
1920,242235.7617931722,239957.98354790214,244513.54003844224,2021-02,"Daytona Beach, FL"
1921,243895.25928233503,240154.25873136582,247636.25983330424,2021-03,"Daytona Beach, FL"
1922,245525.05721095085,240306.47953447956,250743.63488742214,2021-04,"Daytona Beach, FL"
1923,247125.9738166706,240369.88099023726,253882.06664310393,2021-05,"Daytona Beach, FL"
1924,248698.80479429127,240338.02829533882,257059.5812932437,2021-06,"Daytona Beach, FL"
1925,250244.3239168229,240213.48161521734,260275.16621842847,2021-07,"Daytona Beach, FL"
1926,251763.28363944456,240001.3740602595,263525.19321862963,2021-08,"Daytona Beach, FL"
1927,253256.41568682124,239707.46926584258,266805.3621077999,2021-09,"Daytona Beach, FL"
1928,254724.4316242398,239337.48623193256,270111.377016547,2021-10,"Daytona Beach, FL"
1929,256168.0234130099,238896.85762830524,273439.18919771456,2021-11,"Daytona Beach, FL"
1930,257587.8639505633,238390.65321240717,276785.07468871947,2021-12,"Daytona Beach, FL"
1931,258984.6075956731,237823.56955546743,280145.6456358788,2022-01,"Daytona Beach, FL"
1932,260358.89067920303,237199.94635732024,283517.8350010858,2022-02,"Daytona Beach, FL"
1933,261711.3320007854,236523.79248492682,286898.87151664397,2022-03,"Daytona Beach, FL"
1934,263042.5333118151,235798.81439197765,290286.25223165256,2022-04,"Daytona Beach, FL"
1935,264353.07978513715,235028.44375617104,293677.71581410326,2022-05,"Daytona Beach, FL"
1936,265643.54047179385,234215.86306600232,297071.2178775854,2022-06,"Daytona Beach, FL"
1937,266914.46874518855,233364.02875946928,300464.90873090783,2022-07,"Daytona Beach, FL"
1938,268166.40273301234,232475.69191177416,303857.1135542505,2022-08,"Daytona Beach, FL"
1939,269399.86573727103,231553.4166379571,307246.31483658496,2022-09,"Daytona Beach, FL"
1940,270615.3666427402,230599.59643738437,310631.13684809604,2022-10,"Daytona Beach, FL"
1941,271813.4003141669,229616.46871717327,314010.33191116055,2022-11,"Daytona Beach, FL"
1942,272994.44798252854,228606.1277189457,317382.76824611134,2022-12,"Daytona Beach, FL"
1943,274158.97762064997,227570.5360515499,320747.41918975004,2023-01,"Daytona Beach, FL"
1944,215779.8564355886,214544.99625185155,217014.71661932563,2021-02,"Des Moines, IA"
1945,216610.16371338605,214763.42809120571,218456.89933556638,2021-03,"Des Moines, IA"
1946,217427.95118622607,215044.0862772666,219811.81609518555,2021-04,"Des Moines, IA"
1947,218233.5816177275,215341.29476016536,221125.86847528964,2021-05,"Des Moines, IA"
1948,219027.4072603675,215639.3952436697,222415.4192770653,2021-06,"Des Moines, IA"
1949,219809.7701600439,215931.50764489107,223688.03267519674,2021-07,"Des Moines, IA"
1950,220581.00245181256,216214.29552682626,224947.70937679886,2021-08,"Des Moines, IA"
1951,221341.4266470559,216486.1139442896,226196.7393498222,2021-09,"Des Moines, IA"
1952,222091.35591233053,216746.21170161574,227436.50012304532,2021-10,"Des Moines, IA"
1953,222831.0943401353,216994.341570783,228667.84710948763,2021-11,"Des Moines, IA"
1954,223560.9372118338,217230.55237083635,229891.32205283127,2021-12,"Des Moines, IA"
1955,224281.17125295856,217455.07072432563,231107.2717815915,2022-01,"Des Moines, IA"
1956,224992.07488111776,217668.23050740952,232315.919254826,2022-02,"Des Moines, IA"
1957,225693.91844671895,217870.42919709245,233517.40769634544,2022-03,"Des Moines, IA"
1958,226386.9644667176,218062.10011052157,234711.8288229136,2022-04,"Des Moines, IA"
1959,227071.46785159275,218243.69439413768,235899.24130904782,2022-05,"Des Moines, IA"
1960,227747.67612574613,218415.66918117896,237079.6830703133,2022-06,"Des Moines, IA"
1961,228415.82964151507,218578.47975151797,238253.17953151217,2022-07,"Des Moines, IA"
1962,229076.16178698424,218732.5743428748,239419.74923109368,2022-08,"Des Moines, IA"
1963,229728.89918777638,218878.39074841302,240579.40762713974,2022-09,"Des Moines, IA"
